name,neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date
APARTAMENTO CRUZ DEL CAMPO 441,Santa clara,"37,38834","-5,96429",Entire home/apt,"1,0","1,0","40,0",2020-03-31,"84,0",España,Sevilla,2021-02-27
Cozy Accommodation Barcelona,El raval,"41,37712","2,16706",Entire home/apt,"1,0","2,0","63,0",2018-12-16,"77,0",España,Barcelona,2019-05-14
"Apartment with wifi, aircon, sat TV in Tramuntana",Selva,"39,77279","2,90312",Entire home/apt,"2,0","2,0","55,0",2019-09-15,"80,0",España,Mallorca,2020-01-29
iloftmalaga Rosaleda I,Centro,"36,72379","-4,42568",Entire home/apt,"2,0","3,0","65,0",2019-12-26,"94,0",España,Malaga,2019-12-31
Costabravapartment. Ca L'Esclop. Pool. 15kms beach,Vilaür,"42,14623","2,95095",Entire home/apt,"4,0","8,0","480,0",2019-07-20,"99,0",España,Girona,2019-07-29
Palacete en el centro de Madrid,Embajadores,"40,41359","-3,70231",Entire home/apt,"1,0","1,0","80,0",2016-02-29,"100,0",España,Madrid,2020-06-13
Apartament in Sevilla Centro Remedios VFT/SE/03366,Los remedios,"37,37223","-5,9972",Entire home/apt,"2,0","5,0","100,0",2019-02-17,"95,0",España,Sevilla,2019-02-18
Apartamento. Barrio las Letras.,Cortes,"40,41399171281676","-3,698872391571175",Entire home/apt,"1,0","1,0","75,0",2018-09-29,"94,0",España,Madrid,2018-10-10
maison individuelle,L'escala,"42,11344","3,13744",Entire home/apt,"2,0","4,0","91,0",2020-09-06,"93,0",España,Girona,2020-11-28
Flats Friends Nave 3 bedrooms for 8,Sant francesc,"39,47255","-0,37061",Entire home/apt,"2,0","3,0","70,0",2020-01-15,"86,0",España,Valencia,2020-01-31
Modern apartment in the Port of Alcudia,Alcúdia,"39,83178","3,1057",Entire home/apt,"1,0","0,0","85,0",2019-10-26,"99,0",España,Mallorca,2019-10-28
Apartamento situado en principe pío,Argüelles,"40,42166390920707","-3,71696455581157",Entire home/apt,"2,0","2,0","120,0",2019-01-01,"90,0",España,Madrid,2019-01-14
AMAZING WATERFRONT APART FULL EQUIP,L'escala,"42,112975037303","3,166345153402515",Entire home/apt,"1,0","1,0","80,0",2017-07-09,"100,0",España,Girona,2018-12-22
Rooms in a flat with nice view,Este,"36,71937","-4,35251",Private room,"1,0","3,0","25,0",2019-09-30,"92,0",España,Malaga,2019-10-31
ES PUJOLS - Chalet for 6 people in Campanet.,Campanet,"39,77743","2,96214",Entire home/apt,"2,0","2,0","138,0",2019-07-10,"80,0",España,Mallorca,2019-11-28
Habitacion doble en Sagrada Familia,La sagrada família,"41,40792580451849","2,174467362799651",Private room,"1,0","1,0","49,0",2016-10-26,"53,0",España,Barcelona,2017-03-06
Casa con piscina junto playa Empuriabrava,Castelló d'empúries,"42,24583","3,12001",Entire home/apt,"3,0","3,0","99,0",2019-08-04,"94,0",España,Girona,2020-04-30
CASA ADOSADA EN S'AGARÓ CON WIFI Y PISCINA,Sant feliu de guíxols,"41,79468","3,05079",Entire home/apt,"3,0","3,0","150,0",2019-06-24,"100,0",España,Girona,2019-09-30
Cozy room Barcelona Downtown,L'antiga esquerra de l'eixample,"41,38748982790242","2,1602972818178694",Private room,"1,0","1,0","59,0",2018-08-27,"100,0",España,Barcelona,2018-10-10
Double bedroom/Private bathroom,El barri gòtic,"41,37753","2,17825",Private room,"1,0","1,0","90,0",2020-03-14,"97,0",España,Barcelona,2020-03-16
"Villa Cala Figuera over the cliff. Private sea access, WiFi, parking",Santanyí,"39,33159355946532","3,1615207606688047",Entire home/apt,"5,0","7,0",nan,2018-09-14,"85,0",España,Mallorca,2018-09-18
Great Room for 4 people over Gran Via street,Justicia,"40,42051","-3,69863",Private room,"0,0","1,0","30,0",2020-03-07,"94,0",España,Madrid,2020-07-17
Piso barrio Eixample Esquerra 95 metros.,La nova esquerra de l'eixample,"41,38225","2,15218",Private room,"2,0","1,0","45,0",2019-04-27,"97,0",España,Barcelona,2019-05-14
 cozy center  room   for 2 people,Ciudad jardín,"37,38043","-5,96285",Private room,"1,0","1,0","25,0",2019-09-25,"93,0",España,Sevilla,2019-09-30
Pretty Villa in Spectacular Setting with pool,Sant martí vell,"42,0182","2,92753",Entire home/apt,"2,0","4,0","180,0",2020-06-28,"97,0",España,Girona,2020-06-29
Exclusive and spacious apartment in Santa Cruz,Santa cruz,"37,385477882487066","-5,988772832085965",Entire home/apt,"2,0","4,0","208,0",2019-01-10,"99,0",España,Sevilla,2019-01-29
Comte Urgell Barcelona,La nova esquerra de l'eixample,"41,38584","2,15305",Entire home/apt,"2,0","3,0","100,0",2020-01-04,"87,0",España,Barcelona,2020-06-13
Nice individual room and friendly flat,L'antiga esquerra de l'eixample,"41,38574200185432","2,158015003047476",Private room,"1,0","1,0","27,0",2017-08-01,"71,0",España,Barcelona,2017-08-06
DOUBLE ROOM. Bright and spacious,Sarrià,"41,39749","2,12133",Private room,"1,0","1,0","45,0",2018-07-23,"97,0",España,Barcelona,2019-05-14
"Can Cedes, Campanet, Mallorca",Campanet,"39,79337295556851","2,958250625755705",Entire home/apt,"2,0","4,0","113,0",2016-08-16,"90,0",España,Mallorca,2017-03-15
Beau studio vue canal petite marina,Roses,"42,26258","3,1773",Entire home/apt,"1,0","1,0","80,0",2018-08-19,"81,0",España,Girona,2019-11-30
Amazing and bright apartment to enjoy Madrid,Trafalgar,"40,432165911241576","-3,701220589729731",Entire home/apt,"1,0","2,0","100,0",2018-07-08,"97,0",España,Madrid,2018-07-10
Habitación doble en suite excelente ubicación,Mestalla,"39,47425","-0,3595",Private room,"1,0","1,0","29,0",2019-03-31,"93,0",España,Valencia,2019-03-31
APARTAMENTO/ATICO CENTRO MALAGA,Centro,"36,71973","-4,42331",Entire home/apt,"1,0","1,0","85,0",2019-12-09,"98,0",España,Malaga,2020-02-29
"Central private room and bathroom, sunny terrace !",Sant antoni,"41,38212612747298","2,1620245752490472",Private room,"1,0","1,0","60,0",2017-09-09,"100,0",España,Barcelona,2017-09-12
One bedroom with lovely balcony next Plaza España,Hostafrancs,"41,37563240183663","2,145956195547765",Entire home/apt,"1,0","1,0","161,0",2018-11-29,"80,0",España,Barcelona,2018-12-10
Precioso apartamento en Santa Catalina,Palma de mallorca,"39,57167","2,63595",Entire home/apt,"2,0","1,0","60,0",2020-02-16,"84,0",España,Mallorca,2020-03-22
"Agradable, funcional y luminoso (Tirso, La Latina)",Embajadores,"40,40852109930173","-3,70354234646753",Entire home/apt,"1,0","1,0","48,0",2018-03-04,"92,0",España,Madrid,2018-04-12
Beautiful apartment to Enjoy the real Barcelona,La nova esquerra de l'eixample,"41,38453","2,15418",Entire home/apt,"2,0","3,0","160,0",2020-01-06,"91,0",España,Barcelona,2020-02-16
Double bedroom in front of Dalí museum,Figueres,"42,2674","2,95797",Private room,"1,0","1,0","45,0",2019-09-22,"99,0",España,Girona,2019-10-30
Facing the sea and beautiful beache,Ses salines,"39,31377","2,99554",Entire home/apt,"1,0","2,0","160,0",2019-09-10,"89,0",España,Mallorca,2020-03-22
Alt Empurdà in the center of Roses-Escala-Figueres,Torroella de fluvià,"42,19115","3,03136",Entire home/apt,"1,0","2,0","60,0",2019-08-25,"96,0",España,Girona,2019-09-30
Bella Vista:) Desde las alturas,Campanet,"39,77843","2,96427",Entire home/apt,"3,0","4,0","115,0",2019-03-25,"100,0",España,Mallorca,2019-03-25
+Double room BREAKFAST+WIFI+ NETFLIX  Palma Center,Palma de mallorca,"39,57564269060172","2,652287518628127",Private room,"1,0","1,0","38,0",2018-07-23,"97,0",España,Mallorca,2018-07-29
Luxury Villa with Private Pool- Perfect Paradise!,Este,"36,73931196656086","-4,357495423202005",Entire home/apt,"6,0","4,0","315,0",2018-09-02,"100,0",España,Malaga,2018-10-25
Casa torreón con vistas,Pardines,"42,31148137906697","2,214266115543477",Entire home/apt,"2,0","4,0","224,0",2018-04-05,"91,0",España,Girona,2018-09-28
Charming little apartment in CADAQUÉS,Cadaqués,"42,29088828500078","3,2796027749834287",Entire home/apt,"1,0","1,0","70,0",2018-10-08,"95,0",España,Girona,2018-10-20
Lovely studio in the heart of Malaga,Centro,"36,72772","-4,4231",Entire home/apt,"1,0","0,0","45,0",2019-03-29,"88,0",España,Malaga,2019-05-01
Finca Agroturismus in the heart of Mallorca 1,Santa eugènia,"39,63536","2,84856",Entire home/apt,"1,0","1,0","150,0",2020-08-01,"98,0",España,Mallorca,2021-01-16
"Well Connected Cozy, Beautiful Room Heart Madrid..",Estrella,"40,41362","-3,66863",Private room,"1,0","1,0","30,0",2019-07-04,"100,0",España,Madrid,2019-09-19
Vidrio 14 con WIFI en Santa Cruz,San bartolomé,"37,38900766694335","-5,986602057409737",Entire home/apt,"1,0","1,0","44,0",2018-10-22,"88,0",España,Sevilla,2018-11-22
"Great apartment, city centre, cozy",Embajadores,"40,41103","-3,70248",Entire home/apt,"2,0","1,0","31,0",2018-02-14,"92,0",España,Madrid,2020-01-10
Madrid City Center. Quiet and bright.,Palacio,"40,41116","-3,70911",Entire home/apt,"2,0","1,0","100,0",2020-01-01,"98,0",España,Madrid,2020-05-14
"4""COZY ROOM""+¡CAMP NOU!",La maternitat i sant ramon,"41,37833008865023","2,114745394528228",Private room,"1,0","1,0","25,0",2018-07-23,"95,0",España,Barcelona,2018-08-14
Modern Apartment Room Private Bathroom and Balcony,Numancia,"40,39604","-3,66432",Private room,"1,0","1,0","33,0",2019-05-09,"98,0",España,Madrid,2020-08-25
"100m plage vue 180 sur canal, clim centre à pied",Castelló d'empúries,"42,24666","3,12294",Entire home/apt,"1,0","1,0","39,0",2020-06-30,"100,0",España,Girona,2020-12-31
New apartment in trendy Malasaña area,Justicia,"40,42500198639841","-3,700010956918459",Entire home/apt,"1,0","1,0","60,0",2018-07-21,"100,0",España,Madrid,2019-01-14
APARSOL  ÁTICO 203,Sol,"40,4164548409936","-3,7050172133904495",Entire home/apt,"1,0","2,0","73,0",2017-12-29,"90,0",España,Madrid,2018-10-10
Romaguera,L'escala,"42,13881227491247","3,1182249753993485",Entire home/apt,"1,0","3,0","52,0",2017-09-09,"90,0",España,Girona,2018-12-22
Cozy Mallorcan character home from home.,Palma de mallorca,"39,552218507108975","2,6026792559067453",Private room,"2,0","1,0","21,0",2018-09-15,"89,0",España,Mallorca,2018-09-18
Comfortable Room with bath for  1 or 2 people.,San andrés,"40,35274","-3,7064",Private room,"1,0","1,0","26,0",2020-03-12,"95,0",España,Madrid,2021-01-12
Plaça Espanya,La nova esquerra de l'eixample,"41,38094101163546","2,144176783367587",Private room,"2,0","1,0","40,0",2017-10-19,"100,0",España,Barcelona,2017-12-09
"VILLA MARCOS Alcudia, cerca Playa y Lago Esperanza",Alcúdia,"39,82601","3,11561",Entire home/apt,"2,0","3,0","65,0",2019-06-12,"94,0",España,Mallorca,2019-07-25
"Elegant Apt in Eixample, near Paseo de Gracia",La dreta de l'eixample,"41,39315038865609","2,1717478107630046",Entire home/apt,"2,0","6,0","300,0",2018-03-02,"83,0",España,Barcelona,2018-05-14
Villa Bona Vista ID: 303285,Capdepera,"39,69626","3,39446",Entire home/apt,"3,0","5,0","232,0",2019-10-27,"73,0",España,Mallorca,2021-02-11
ATIC BCN CENTRAL TERRACE,Sant antoni,"41,37708","2,15514",Entire home/apt,"1,0","2,0","155,0",2018-09-26,"60,0",España,Barcelona,2019-04-10
# Romántic room,El fort pienc,"41,39571","2,18369",Private room,"1,0","0,0","33,0",2019-10-13,"93,0",España,Barcelona,2019-10-16
"Cómodo apartamento familiar. Piscina,  cerca playa",Calonge,"41,84805","3,10019",Entire home/apt,"2,0","2,0","120,0",2019-08-27,"100,0",España,Girona,2019-10-30
SINGLE ROOM IN A BEAUTIFUL APPARTMENT,La nova esquerra de l'eixample,"41,37849","2,15236",Private room,"1,0","1,0","25,0",2017-11-01,"100,0",España,Barcelona,2019-06-07
Atico muy cerca del Centro de Sevilla.,San gil,"37,40313","-5,99223",Entire home/apt,"1,0","1,0","26,0",2019-09-03,"100,0",España,Sevilla,2020-10-29
"""Oasi conTerraza""Basilica Macarena VTF/SE/00405",San gil,"37,40215","-5,9888",Entire home/apt,"1,0",nan,"44,0",2020-11-29,"99,0",España,Sevilla,2020-11-30
One-Bedroom Apartment - Roisa Suites,Palacio,"40,40952","-3,71014",Entire home/apt,"1,0","1,0","500,0",2019-05-04,"80,0",España,Madrid,2020-04-17
Historic country house with pool near Artà,Artà,"39,6793834600758","3,3309429673467243",Entire home/apt,"5,0","4,0","300,0",2018-09-08,"100,0",España,Mallorca,2018-11-20
FROM MADRID TO HEAVEN!,Sol,"40,41964086319528","-3,7061907318430536",Entire home/apt,"2,0","2,0","89,0",2018-04-04,"97,0",España,Madrid,2018-04-12
Barcelona/Poblenou: Sun & Culture,El parc i la llacuna del poblenou,"41,40074","2,19445",Private room,"2,0","1,0","30,0",2020-10-10,"97,0",España,Barcelona,2020-11-06
Cozy apartment Port Vell,El barri gòtic,"41,38183","2,18105",Entire home/apt,"1,0","3,0","74,0",2018-03-31,"100,0",España,Barcelona,2019-12-10
Platja d'Aro apartment with parking 200m from the beach,Castell-platja d'aro,"41,8134","3,06556",Entire home/apt,"2,0","2,0","75,0",2019-08-01,"80,0",España,Girona,2019-08-31
Barcelona Super Central Apartment,La dreta de l'eixample,"41,39268","2,16739",Entire home/apt,"1,0","1,0","82,0",2019-05-06,"99,0",España,Barcelona,2019-05-14
Piso con encanto en Benimaclet,Els orriols,"39,48818","-0,36812",Entire home/apt,"1,0","2,0","145,0",2019-04-21,"90,0",España,Valencia,2019-05-01
LOW COST ROOM,Puerta del angel,"40,40886811069532","-3,731052066636434",Private room,"1,0","1,0","16,0",2018-01-12,"98,0",España,Madrid,2018-01-17
Double room in Barcelona center,El raval,"41,37608542545932","2,170350054276791",Private room,"1,0","1,0","22,0",2017-02-13,"87,0",España,Barcelona,2017-03-06
"Apartment well appointed for 4/5 persons. LLançà, Costa Brava, Empordà",Llançà,"42,35689","3,16452",Entire home/apt,"1,0","2,0","80,0",2019-08-17,"90,0",España,Girona,2020-02-29
CUTE SAGRADA FAMILIA HUTB-008002,El fort pienc,"41,39735","2,17916",Entire home/apt,"1,0","2,0","180,0",2019-03-18,"90,0",España,Barcelona,2019-04-10
Apartamento con encanto,Buenavista,"40,37192004861996","-3,762096113858449",Entire home/apt,"1,0","1,0","45,0",2018-05-03,"100,0",España,Madrid,2018-05-14
Rustic hillside villa,Campanet,"39,78083996397034","2,958190306548774",Entire home/apt,"2,0","3,0","100,0",2018-09-24,"98,0",España,Mallorca,2019-01-28
Comfortable room with terrace in Barrio Salamanca,Castellana,"40,43527286887653","-3,680977790004934",Private room,"2,0","1,0","29,0",2016-10-02,"92,0",España,Madrid,2017-03-06
Magnificent apartment in the center of Madrid.,Palacio,"40,41480740176889","-3,709464363240152",Entire home/apt,"1,0","3,0","100,0",2017-03-18,"98,0",España,Madrid,2017-04-08
SOTIO - Chalet for 6 people in Campanet.,Campanet,"39,77642","2,96216",Entire home/apt,"2,0","3,0","74,0",2019-04-20,"84,0",España,Mallorca,2019-07-25
CARRETAS - Unique Penthouse with terrace❤PuertadelSol*LUXURY*,Sol,"40,41625545857965","-3,702448358996625",Entire home/apt,"1,0","3,0","118,0",2018-10-24,"99,0",España,Madrid,2018-11-07
APARTAMENTO  MAURICI - With views of Maurici Lake,Castelló d'empúries,"42,25475","3,10773",Entire home/apt,"2,0","3,0","103,0",2019-06-14,"92,0",España,Girona,2019-06-30
Charming 2BR apt with 2 terraces,La vila de gràcia,"41,40437210618752","2,157041668427305",Entire home/apt,"1,0","2,0","85,0",2016-09-11,"90,0",España,Barcelona,2018-05-14
Apartamentos Plaza de la Virgen,La seu,"39,47589","-0,37434",Entire home/apt,"1,0","2,0","60,0",2017-03-19,"100,0",España,Valencia,2019-05-31
Ático Imperial con terraza B,Santa catalina,"37,39202","-5,9882",Entire home/apt,"2,0","2,0","120,0",2019-09-19,"96,0",España,Sevilla,2019-09-30
HomeRentalsMadrid Centro ATICO 41 WiFi&AC,Embajadores,"40,40971845316309","-3,70253291894711",Entire home/apt,"1,0","0,0","55,0",2018-10-23,"94,0",España,Madrid,2018-11-07
Lugaris Rambla Apartamento Familiar,El poblenou,"41,3994","2,20385",Entire home/apt,"2,0","2,0",nan,2018-09-23,"100,0",España,Barcelona,2019-04-10
1 bedroom apartment close to the beach,Santanyí,"39,38063","3,23581",Entire home/apt,"1,0","1,0","45,0",2020-09-30,"91,0",España,Mallorca,2021-01-16
"WIDE, SUNNY AND CENTRALLY SITUATED",El fort pienc,"41,40137052067087","2,181963936918402",Entire home/apt,"2,0","4,0","95,0",2018-08-25,"93,0",España,Barcelona,2018-09-11
Habitación a 5m de la playa,"Sant pere, santa caterina i la ribera","41,38643","2,18074",Private room,"2,0","1,0","41,0",2020-02-03,"95,0",España,Barcelona,2020-02-16
Penthouse C en Puerto Pollensa,Pollença,"39,90389","3,07913",Entire home/apt,"1,0","1,0","100,0",2019-10-01,"93,0",España,Mallorca,2020-06-25
Double Room in a Beautiful and Centric Location,La dreta de l'eixample,"41,38931","2,17623",Private room,"2,0","1,0","48,0",2019-09-11,"100,0",España,Barcelona,2019-09-17
2 dormitorios General Oraá MADHOMERENTS WIFI-AC,Castellana,"40,435824006346245","-3,6855882651329774",Entire home/apt,"1,0","2,0","115,0",2017-10-28,"98,0",España,Madrid,2018-05-14
"GREAT SWIMMING POOL, IDEAL FAMILIES WITH CHILDREN",Llançà,"42,35904781766494","3,164928143888604",Entire home/apt,"1,0","0,0","63,0",2017-08-12,"100,0",España,Girona,2018-04-21
2528 - AB Gràcia Park Güell 3-1 - Amazing 2-Bedroom Apartment near Park Güell with Lots of Natural Light,El putxet i el farró,"41,4056378086037","2,1489857767140483",Entire home/apt,"2,0","2,0",nan,2018-08-06,"95,0",España,Barcelona,2018-11-07
appartement sur la costa brava avec vue sur la mer,Llançà,"42,36228","3,14385",Entire home/apt,"1,0","2,0","80,0",2018-09-01,"95,0",España,Girona,2019-05-29
Beautiful & Luxury Apartment centrally-located,L'antiga esquerra de l'eixample,"41,3901","2,15381",Entire home/apt,"2,0","4,0","270,0",2019-04-12,"100,0",España,Barcelona,2019-06-07
El hogar de Pedro,Lucero,"40,40789","-3,74729",Private room,"1,0","1,0","26,0",2019-12-07,"98,0",España,Madrid,2019-12-10
Big house with garden and barbecue,Palma de mallorca,"39,61119","2,67409",Entire home/apt,"4,0","6,0","250,0",2020-01-03,"94,0",España,Mallorca,2020-06-25
Apartment near the Historic PORT!!! withTerrace),Cabanyal-canyamelar,"39,46438","-0,33129",Entire home/apt,"1,0","2,0","65,0",2019-04-23,"91,0",España,Valencia,2019-05-01
☼ Alexia - family house - Only 700 m to the beach,Alcúdia,"39,81624","3,11155",Entire home/apt,"2,0","3,0","74,0",2019-05-31,"87,0",España,Mallorca,2019-06-27
V29 1 habitación céntrica y limpia,La nova esquerra de l'eixample,"41,380771731608206","2,1485055491351503",Private room,"1,0","1,0","28,0",2017-01-03,"80,0",España,Barcelona,2017-03-06
Fuencarral City Center,Universidad,"40,42113","-3,70132",Entire home/apt,"1,0","1,0","112,0",2018-09-05,"95,0",España,Madrid,2019-04-11
Casa al centre de Ciutadella.,Ciutadella de menorca,"40,00186971001582","3,836558151525075",Entire home/apt,"5,0","4,0","300,0",2018-09-01,"100,0",España,Menorca,2018-12-22
Cozy single/double room quiet zone,El clot,"41,41420462774384","2,187262548766059",Private room,"2,0","1,0","21,0",2018-09-06,"96,0",España,Barcelona,2018-10-10
Flats Friends Nave 1 bedroom with balcony for 4,La xerea,"39,4717","-0,3721",Entire home/apt,"1,0","1,0","50,0",2019-07-30,"80,0",España,Valencia,2019-11-30
Nice & Smart 2bd Poble Sec Wifi,El poble sec,"41,37231462316309","2,1627661137636727",Entire home/apt,"1,0","2,0","100,0",2018-08-29,"94,0",España,Barcelona,2018-10-10
BRAND NEW Stylish 2 bedroom Appt. in malasaña,Universidad,"40,42598","-3,70476",Entire home/apt,"2,0","2,0","189,0",2019-12-09,"96,0",España,Madrid,2021-01-12
Olavide XV,Trafalgar,"40,43638929924733","-3,7031079120547785",Entire home/apt,"2,0","3,0","93,0",2017-07-11,"90,0",España,Madrid,2019-02-06
R.040 Villa with fabulous sea views.,Alcúdia,"39,82369726000625","3,0612269998296755",Entire home/apt,"4,0","3,0","160,0",2018-08-18,"100,0",España,Mallorca,2018-09-18
